time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-12-07T19:48:25.590Z,40.3261680603027,-124.750999450684,20.8899993896484,2.65,md,19,251,0.3146,0.15,nc,nc75098991,2024-12-07T22:37:17.715Z,"40 km WNW of Petrolia, CA",earthquake,1.59,1,0.08,12,automatic,nc,nc
2024-12-07T18:27:47.700Z,40.2859992980957,-125.179664611816,0,2.44,md,15,294,0.6403,0.3,nc,nc75098921,2024-12-07T21:52:17.424Z,"76 km W of Petrolia, CA",earthquake,7.43,15.04,0.07,6,automatic,nc,nc
2024-12-07T18:11:45.220Z,40.2980003356934,-124.40633392334,16.9300003051758,1.79,md,8,282,0.04968,0.02,nc,nc75098901,2024-12-07T18:27:17.004Z,"11 km W of Petrolia, CA",earthquake,3.1,2.63000011,0.15,7,automatic,nc,nc
2024-12-07T17:51:39.330Z,40.3056678771973,-124.891830444336,4.30999994277954,2,md,8,321,0.4204,0.06,nc,nc75098891,2024-12-07T18:12:16.908Z,"51 km W of Petrolia, CA",earthquake,5.74,4.59000015,0.08,5,automatic,nc,nc
2024-12-07T17:11:46.800Z,40.3046684265137,-124.475830078125,10.1800003051758,2.08,md,14,262,0.1032,0.08,nc,nc75098866,2024-12-07T17:17:18.549Z,"16 km W of Petrolia, CA",earthquake,1.63,0.569999993,0.13,11,automatic,nc,nc
2024-12-07T17:04:01.560Z,40.3326683044434,-124.63516998291,11.9099998474121,2.4,md,13,301,0.2281,0.1,nc,nc75098856,2024-12-07T21:22:15.212Z,"30 km WNW of Petrolia, CA",earthquake,3.38,0.99000001,0.06,11,automatic,nc,nc
2024-12-07T16:43:59.580Z,40.337833404541,-124.615837097168,10.1099996566772,2.45,md,10,290,0.2147,0.04,nc,nc75098851,2024-12-07T21:07:14.101Z,"28 km WNW of Petrolia, CA",earthquake,3.15,1.29999995,0.05,9,automatic,nc,nc
2024-12-07T16:35:19.520Z,40.298999786377,-124.54467010498,14.4200000762939,2.23,md,16,274,0.1549,0.09,nc,nc75098846,2024-12-07T20:52:20.995Z,"22 km W of Petrolia, CA",earthquake,2.17,0.689999998,0.21,12,automatic,nc,nc
2024-12-07T16:09:32.100Z,40.2988319396973,-124.627166748047,16.2199993133545,1.96,md,8,309,0.2179,0.07,nc,nc75098826,2024-12-07T16:42:21.294Z,"29 km W of Petrolia, CA",earthquake,7.26,2.5999999,0.01,7,automatic,nc,nc
2024-12-07T16:01:41.430Z,40.3203315734863,-124.461502075195,7.8600001335144,1.94,md,8,270,0.09636,0.05,nc,nc75098816,2024-12-07T16:22:18.153Z,"15 km W of Petrolia, CA",earthquake,1.82,0.870000005,0.09,7,automatic,nc,nc
2024-12-07T14:49:09.060Z,40.3050003051758,-124.471168518066,9.78999996185303,2.61,md,17,260,0.09972,0.09,nc,nc75098796,2024-12-07T20:37:15.891Z,"16 km W of Petrolia, CA",earthquake,1.34,0.569999993,0.15,15,automatic,nc,nc
2024-12-07T14:42:20.350Z,40.3434982299805,-124.777168273926,2.83999991416931,2.99,ml,44,252,0.3368,0.2,nc,nc75098791,2024-12-07T20:22:14.779Z,"42 km WNW of Petrolia, CA",earthquake,2.19,2.95000005,0.154,5,automatic,nc,nc
2024-12-07T14:41:00.570Z,40.3041648864746,-124.484169006348,16.8099994659424,1.94,md,10,277,0.1094,0.05,nc,nc75098786,2024-12-07T14:52:15.534Z,"17 km W of Petrolia, CA",earthquake,2.56,1.08000004,0.11,9,automatic,nc,nc
2024-12-07T14:04:40.280Z,40.3661651611328,-124.921501159668,12.1999998092651,2.83,md,22,267,0.4493,0.24,nc,nc75098781,2024-12-07T20:07:18.682Z,"54 km WNW of Petrolia, CA",earthquake,4.68,3.95000005,0.06,13,automatic,nc,nc
2024-12-07T13:34:34.080Z,40.3735008239746,-125.053001403809,11.710000038147,2.89,md,30,267,0.5497,0.22,nc,nc75098766,2024-12-07T19:52:16.583Z,"65 km WNW of Petrolia, CA",earthquake,4.65,4.82000017,0.06,10,automatic,nc,nc
2024-12-07T13:19:14.220Z,40.2911682128906,-124.669166564941,14.3100004196167,2.45,md,9,312,0.2498,0.19,nc,nc75098761,2024-12-07T13:27:15.966Z,"33 km W of Petrolia, CA",earthquake,10.01,1.45000005,0.05,7,automatic,nc,nc
2024-12-07T13:17:21.360Z,40.2929992675781,-124.519500732422,6.69000005722046,2.56,md,22,270,0.1354,0.16,nc,nc75098756,2024-12-07T13:27:14.965Z,"20 km W of Petrolia, CA",earthquake,1.96,0.980000019,0.09,16,automatic,nc,nc
2024-12-07T12:31:17.760Z,40.3624992370605,-124.714996337891,19.9599990844727,2.72,md,45,236,0.2942,0.19,nc,nc75098731,2024-12-07T19:37:15.476Z,"37 km WNW of Petrolia, CA",earthquake,1.59,0.579999983,0.09,20,automatic,nc,nc
2024-12-07T12:26:12.290Z,40.3105010986328,-124.498832702637,9.97000026702881,2.13,md,12,267,0.1215,0.08,nc,nc75098726,2024-12-07T12:32:17.593Z,"18 km W of Petrolia, CA",earthquake,2.47,0.720000029,0.11,10,automatic,nc,nc
2024-12-07T11:52:28.320Z,40.4198341369629,-125.139663696289,4.48000001907349,2.82,md,18,312,0.6147,0.25,nc,nc75098711,2024-12-07T19:22:14.379Z,"73 km WNW of Petrolia, CA",earthquake,11.57,10.8299999,0.07,8,automatic,nc,nc
2024-12-07T11:34:07.100Z,40.3354988098145,-125.088836669922,7.94999980926514,2.78,md,15,289,0.5726,0.16,nc,nc75098691,2024-12-07T19:07:18.281Z,"68 km WNW of Petrolia, CA",earthquake,5.41,4.88999987,0.12,12,automatic,nc,nc
2024-12-07T11:27:40.180Z,40.3048324584961,-124.476165771484,9.86999988555908,2.55,md,20,261,0.1035,0.08,nc,nc75098681,2024-12-07T11:37:16.210Z,"16 km W of Petrolia, CA",earthquake,1.21,0.519999981,0.08,17,automatic,nc,nc
2024-12-07T11:18:26.900Z,40.3183326721191,-124.514167785645,8.5,1.91,md,13,303,0.1346,0.05,nc,nc75098676,2024-12-07T11:32:18.168Z,"19 km W of Petrolia, CA",earthquake,2.16,0.589999974,0.11,7,automatic,nc,nc
2024-12-07T11:08:52.250Z,40.3633346557617,-124.778663635254,7.90000009536743,2.82,md,29,254,0.3417,0.47,nc,nc75098671,2024-12-07T18:52:17.178Z,"42 km WNW of Petrolia, CA",earthquake,9.58,7.23999977,0.11,18,automatic,nc,nc
2024-12-07T11:00:50.480Z,40.2750015258789,-124.481498718262,20.5200004577637,1.92,md,9,295,0.1071,0.04,nc,nc75098666,2024-12-07T11:12:17.012Z,"18 km W of Petrolia, CA",earthquake,3.74,0.970000029,0.07,8,automatic,nc,nc
2024-12-07T10:31:54.680Z,40.3964996337891,-124.785163879395,20.6200008392334,2.33,md,32,265,0.3507,0.17,nc,nc75098656,2024-12-07T10:47:20.843Z,"43 km WNW of Petrolia, CA",earthquake,2.49,0.74000001,0.07,13,automatic,nc,nc
2024-12-07T10:30:57.050Z,40.3061676025391,-124.409332275391,7.75,2.25,md,18,254,0.05403,0.09,nc,nc75098651,2024-12-07T10:47:19.843Z,"11 km W of Petrolia, CA",earthquake,1.22,0.50999999,0.07,13,automatic,nc,nc
2024-12-07T09:43:22.970Z,40.3484992980957,-124.941497802734,0.389999985694885,3.78,mw,58,248,0.4618,0.25,nc,nc75098631,2024-12-07T18:37:15.069Z,"56 km WNW of Petrolia, CA",earthquake,2.06,4.01999998,,5,reviewed,nc,nc
2024-12-07T09:37:51.160Z,40.3491668701172,-125.127670288086,1.61000001430511,2.78,md,36,267,0.6033,0.28,nc,nc75098626,2024-12-07T18:22:17.978Z,"71 km WNW of Petrolia, CA",earthquake,5,8.40999985,0.05,14,automatic,nc,nc
2024-12-07T08:56:33.570Z,40.3293342590332,-124.994667053223,23.1499996185303,2.72,md,11,294,0.5003,0.44,nc,nc75098606,2024-12-07T18:07:17.874Z,"60 km WNW of Petrolia, CA",earthquake,13.58,36.7900009,0.08,6,automatic,nc,nc
2024-12-07T08:08:27.890Z,40.3101654052734,-124.56233215332,19.75,2.69,md,17,280,0.1695,0.1,nc,nc75098581,2024-12-07T17:37:14.668Z,"24 km W of Petrolia, CA",earthquake,2.13,0.540000021,0.15,14,automatic,nc,nc
2024-12-07T07:43:27.980Z,40.3593330383301,-124.24983215332,30.1599998474121,1.72,md,16,171,0.04568,0.08,nc,nc75098566,2024-12-07T07:57:15.638Z,"5 km NE of Petrolia, CA",earthquake,1.07,1.54999995,0.16,7,automatic,nc,nc
2024-12-07T06:41:30.090Z,40.3173332214355,-124.46883392334,9.10999965667725,2.04,md,14,262,0.1008,0.1,nc,nc75098531,2024-12-07T06:47:19.131Z,"16 km W of Petrolia, CA",earthquake,1.86,0.680000007,0.1,10,automatic,nc,nc
2024-12-07T06:33:06.700Z,40.3068351745605,-124.473335266113,8.57999992370605,2.62,md,23,261,0.1017,0.08,nc,nc75098526,2024-12-08T05:35:02.040Z,"16 km W of Petrolia, CA",earthquake,1.08,0.400000006,0.13,23,automatic,nc,nc
2024-12-07T06:12:23.920Z,40.3704986572266,-125.151496887207,1.53999996185303,2.74,md,16,316,0.6238,0.33,nc,nc75098501,2024-12-07T16:52:16.363Z,"74 km WNW of Petrolia, CA",earthquake,13.1,18.7700005,0.06,9,automatic,nc,nc
2024-12-07T06:02:08.950Z,40.3091659545898,-124.448501586914,7.07000017166138,2.03,md,14,266,0.08361,0.11,nc,nc75098486,2024-12-07T06:12:16.012Z,"14 km W of Petrolia, CA",earthquake,1.98,0.850000024,0.09,10,automatic,nc,nc
2024-12-07T05:44:29.400Z,40.3139991760254,-124.519332885742,12.2200002670288,2.3,md,13,303,0.1376,0.14,nc,nc75098476,2024-12-07T05:52:15.752Z,"20 km W of Petrolia, CA",earthquake,3.68,0.839999974,0.07,10,automatic,nc,nc
2024-12-07T05:40:18.410Z,40.306999206543,-124.615669250488,18.1299991607666,2.6,md,28,245,0.2097,0.11,nc,nc75098471,2024-12-07T16:07:16.044Z,"28 km W of Petrolia, CA",earthquake,1.86,0.49000001,0.09,16,automatic,nc,nc
2024-12-07T05:07:54.950Z,40.2916679382324,-124.875999450684,3.80999994277954,2.6,md,14,309,0.408,0.15,nc,nc75098461,2024-12-07T15:37:13.843Z,"50 km W of Petrolia, CA",earthquake,7.78,7.26000023,0.03,8,automatic,nc,nc
2024-12-07T04:58:46.150Z,40.3653335571289,-124.869667053223,-0.509999990463257,2.83,md,20,277,0.4183,0.31,nc,nc75098446,2024-12-07T15:22:16.742Z,"50 km WNW of Petrolia, CA",earthquake,5.42,10.8699999,0.1,12,automatic,nc,nc
2024-12-07T04:41:31.920Z,40.3103332519531,-124.525497436523,7.96000003814697,1.7,md,12,304,0.1416,0.15,nc,nc75098436,2024-12-07T05:07:16.508Z,"20 km W of Petrolia, CA",earthquake,4.75,1.38,0.03,4,automatic,nc,nc
2024-12-07T04:22:05.410Z,40.3136672973633,-125.053001403809,0.740000009536743,2.74,md,10,318,0.5439,0.21,nc,nc75098416,2024-12-07T04:27:16.289Z,"65 km W of Petrolia, CA",earthquake,6.61,9.06999969,0.08,10,automatic,nc,nc
2024-12-07T03:58:09.910Z,40.2966651916504,-124.625335693359,15.8000001907349,2.23,md,12,287,0.2164,0.07,nc,nc75098396,2024-12-07T04:07:16.189Z,"29 km W of Petrolia, CA",earthquake,2.68,1.17999995,0.07,6,automatic,nc,nc
2024-12-07T03:34:11.120Z,40.2210006713867,-124.508499145508,14.0799999237061,2.41,md,9,307,0.1437,0.16,nc,nc75098386,2024-12-07T03:47:15.887Z,"22 km WSW of Petrolia, CA",earthquake,9.89,2.44000006,0.17,7,automatic,nc,nc
2024-12-07T03:20:57.860Z,40.3004989624023,-124.454330444336,9.64999961853027,2.11,md,19,257,0.08631,0.09,nc,nc75098376,2024-12-07T03:32:14.887Z,"15 km W of Petrolia, CA",earthquake,1.44,0.529999971,0.06,13,automatic,nc,nc
2024-12-07T02:49:50.770Z,40.2906684875488,-124.456497192383,17.4099998474121,1.9,md,10,294,0.08716,0.05,nc,nc75098346,2024-12-07T03:07:15.611Z,"15 km W of Petrolia, CA",earthquake,2.95,1.49000001,0.1,8,automatic,nc,nc
2024-12-07T02:44:05.440Z,40.2968330383301,-124.768501281738,5.30999994277954,2.23,md,6,317,0.3259,0.12,nc,nc75098341,2024-12-07T02:52:18.500Z,"41 km W of Petrolia, CA",earthquake,8.17,6.8499999,0.15,7,automatic,nc,nc
2024-12-07T02:34:01.730Z,40.0494995117188,-123.902168273926,20.2800006866455,2.4,md,35,127,0.04848,0.17,nc,nc75098336,2024-12-07T02:42:16.426Z,"10 km SW of Redway, CA",earthquake,0.57,0.340000004,0.1,27,automatic,nc,nc
2024-12-07T02:20:21.180Z,40.303165435791,-124.689666748047,6.57999992370605,2.77,md,20,294,0.2659,0.37,nc,nc75098331,2024-12-07T14:17:17.303Z,"34 km W of Petrolia, CA",earthquake,6.64,4.80999994,0.17,13,automatic,nc,nc
2024-12-07T01:12:22.630Z,40.4099998474121,-123.790832519531,5.78000020980835,2.28,md,5,271,0.1765,0.15,nc,nc75098276,2024-12-07T01:27:16.878Z,"28 km ESE of Rio Dell, CA",earthquake,6.05,13.0600004,0.05,4,automatic,nc,nc
2024-12-07T01:09:58.350Z,40.501335144043,-124.827331542969,-0.119999997317791,2.95,ml,26,283,0.3745,0.21,nc,nc75098266,2024-12-07T14:07:15.238Z,"48 km W of Ferndale, CA",earthquake,3.99,5.23000002,0.184,5,automatic,nc,nc
2024-12-07T01:02:10.020Z,40.2511672973633,-125.071334838867,1.67999994754791,2.2,md,5,336,0.5588,0.02,nc,nc75098251,2024-12-07T01:22:17.850Z,"67 km W of Petrolia, CA",earthquake,5.23,6.34000015,0.08,2,automatic,nc,nc
2024-12-07T01:00:56.940Z,40.4300003051758,-124.703498840332,8.8100004196167,3.25,ml,29,265,0.283,0.67,nc,nc75098246,2024-12-07T13:47:19.095Z,"37 km WNW of Petrolia, CA",earthquake,9.76,6.53000021,1.461,4,automatic,nc,nc
2024-12-07T00:57:40.860Z,40.3183326721191,-124.582664489746,11.8999996185303,2.82,md,15,282,0.186,0.2,nc,nc75098236,2024-12-07T13:32:17.995Z,"25 km W of Petrolia, CA",earthquake,3.75,1.11000001,0.04,12,automatic,nc,nc
2024-12-07T00:53:38.590Z,40.3536682128906,-124.745498657227,3.44000005722046,1.75,md,6,344,0.3149,0.08,nc,nc75098231,2024-12-07T01:22:15.849Z,"39 km WNW of Petrolia, CA",earthquake,5.99,5.32000017,0.07,2,automatic,nc,nc
2024-12-07T00:37:22.860Z,40.3745002746582,-124.783332824707,8.07999992370605,2.43,md,10,275,0.4853,0.12,nc,nc75098206,2024-12-07T00:47:18.631Z,"43 km WNW of Petrolia, CA",earthquake,7.82,5.92000008,0.08,3,automatic,nc,nc
2024-12-07T00:31:17.130Z,40.4196662902832,-125.021835327148,0,3.47,ml,60,247,0.5252,0.48,nc,nc75098201,2024-12-07T13:17:16.903Z,"63 km WNW of Petrolia, CA",earthquake,4.98,9.27000046,0.216,11,automatic,nc,nc
2024-12-06T23:32:29.050Z,40.34716796875,-124.571166992188,22.5599994659424,2.21,md,10,294,0.1844,0.08,nc,nc75098166,2024-12-06T23:52:18.280Z,"24 km WNW of Petrolia, CA",earthquake,4.11,0.629999995,0.11,9,automatic,nc,nc
2024-12-06T23:23:05.140Z,40.1063346862793,-124.384162902832,0.370000004768372,1.78,md,5,307,0.1789,0.03,nc,nc75098156,2024-12-06T23:47:18.239Z,"26 km SSW of Petrolia, CA",earthquake,3.8,7.51999998,0.11,2,automatic,nc,nc
2024-12-06T23:21:12.170Z,40.3058319091797,-124.476669311523,9.32999992370605,2.6,md,21,263,0.104,0.08,nc,nc75098141,2024-12-07T12:47:18.700Z,"16 km W of Petrolia, CA",earthquake,1.26,0.449999988,0.09,16,automatic,nc,nc
2024-12-06T23:02:36.190Z,40.4031677246094,-124.848831176758,1.89999997615814,3.62,mw,74,243,0.3969,0.26,nc,nc75098131,2024-12-07T12:07:15.417Z,"49 km WNW of Petrolia, CA",earthquake,1.73,2.74000001,,5,reviewed,nc,nc
2024-12-06T22:56:16.540Z,40.3856658935547,-124.820503234863,1.8400000333786,2.3,md,14,304,0.3813,0.13,nc,nc75098126,2024-12-06T23:07:18.986Z,"46 km WNW of Petrolia, CA",earthquake,6.84,7.48999977,0.06,7,automatic,nc,nc
2024-12-06T22:47:33.840Z,40.3026657104492,-124.476997375488,7.05000019073486,2.16,md,13,271,0.1038,0.12,nc,nc75098111,2024-12-06T22:57:16.918Z,"16 km W of Petrolia, CA",earthquake,2.64,0.970000029,0.1,9,automatic,nc,nc
2024-12-06T22:20:55.130Z,40.3166656494141,-124.443000793457,8.76000022888184,2.2,md,12,264,0.0818,0.08,nc,nc75098101,2024-12-06T22:37:16.889Z,"13 km W of Petrolia, CA",earthquake,1.7,0.720000029,0.07,10,automatic,nc,nc
2024-12-06T22:08:03.570Z,40.3004989624023,-124.495666503906,7.80999994277954,3.04,ml,28,266,0.1177,0.12,nc,nc75098086,2024-12-07T11:32:17.168Z,"18 km W of Petrolia, CA",earthquake,1.34,0.50999999,0.169,8,automatic,nc,nc
2024-12-06T21:53:55.900Z,40.252498626709,-124.571830749512,17.6000003814697,2.44,md,9,307,0.2204,0.11,nc,nc75098071,2024-12-06T22:12:17.662Z,"26 km W of Petrolia, CA",earthquake,5.69,1.80999994,0.11,4,automatic,nc,nc
2024-12-06T21:53:38.880Z,40.0986671447754,-123.966835021973,19.6800003051758,1.32,md,9,147,0.03866,0.04,nc,nc75098066,2024-12-06T22:12:17.593Z,"12 km ENE of Shelter Cove, CA",earthquake,1.07,0.720000029,0.11,6,automatic,nc,nc
2024-12-06T21:49:21.930Z,40.2998352050781,-124.484832763672,8.60999965667725,3.66,mw,31,263,0.1094,0.12,nc,nc75098061,2024-12-07T11:17:16.056Z,"17 km W of Petrolia, CA",earthquake,1.28,0.439999998,,5,reviewed,nc,nc
2024-12-06T21:48:11.360Z,40.288501739502,-124.585166931152,9.61999988555908,2.11,md,4,321,0.3295,0.02,nc,nc75098056,2024-12-06T21:57:16.584Z,"26 km W of Petrolia, CA",earthquake,6.92,2.19000006,,1,automatic,nc,nc
2024-12-06T21:31:19.960Z,40.253833770752,-124.533164978027,17.4300003051758,2.68,md,11,292,0.1946,0.09,nc,nc75098051,2024-12-07T10:47:18.844Z,"22 km W of Petrolia, CA",earthquake,2.85,0.920000017,0.07,10,automatic,nc,nc
2024-12-06T21:28:03.570Z,40.3101654052734,-124.486000061035,7.34000015258789,2.02,md,13,265,0.1118,0.13,nc,nc75098046,2024-12-06T21:37:15.344Z,"17 km W of Petrolia, CA",earthquake,2.21,0.879999995,0.12,6,automatic,nc,nc
2024-12-06T21:19:43.560Z,40.2566680908203,-125.05249786377,-0.400000005960464,2.55,md,11,295,0.5684,0.36,nc,nc75098041,2024-12-06T21:27:18.276Z,"66 km W of Petrolia, CA",earthquake,10.85,17.2700005,0.1,6,automatic,nc,nc
2024-12-06T20:52:11.960Z,40.2203330993652,-124.827667236328,0.75,2.78,md,12,311,0.412,0.13,nc,nc75098021,2024-12-07T10:17:15.645Z,"47 km W of Petrolia, CA",earthquake,6.5,9.60999966,0.11,9,automatic,nc,nc
2024-12-06T20:15:51.320Z,40.2918319702148,-124.559997558594,4,3.28,ml,39,261,0.1663,0.22,nc,nc75098001,2024-12-07T18:51:06.040Z,"24 km W of Petrolia, CA",earthquake,2.14,1.66999996,0.225,11,automatic,nc,nc
2024-12-06T20:09:03.960Z,40.3103332519531,-124.502334594727,13.210000038147,1.87,md,6,301,0.2614,0.01,nc,nc75097996,2024-12-06T20:22:17.820Z,"18 km W of Petrolia, CA",earthquake,3.99,1.59000003,0.22,3,automatic,nc,nc
2024-12-06T20:05:18.470Z,40.3103332519531,-124.485664367676,9.89000034332275,3.71,mw,28,264,0.1116,0.09,nc,nc75097991,2024-12-07T20:08:35.663Z,"17 km W of Petrolia, CA",earthquake,1.07,0.379999995,,8,reviewed,nc,nc
2024-12-06T20:01:06.780Z,40.2888333333333,-124.510833333333,7.27,4.04,mw,51,248,0.1287,0.21,nc,nc75097986,2024-12-08T22:07:16.585Z,"20 km W of Petrolia, CA",earthquake,0.7,0.5,,19,reviewed,nc,nc
2024-12-06T19:56:54.280Z,40.3001670837402,-124.505996704102,8.22999954223633,2.72,md,26,266,0.1255,0.14,nc,nc75097981,2024-12-07T09:17:20.215Z,"19 km W of Petrolia, CA",earthquake,1.5,0.50999999,0.08,24,automatic,nc,nc
2024-12-06T18:58:58.530Z,40.4676666259766,-124.136001586914,-0.509999990463257,2.91,md,8,99,0.05174,0.29,nc,nc75097941,2024-12-07T17:28:07.040Z,"4 km SW of Rio Dell, CA",earthquake,0.88,10.5,0.07,10,automatic,nc,nc
2024-12-06T18:48:49.280Z,40.1956672668457,-124.455001831055,16.8299999237061,2.31,md,6,323,0.2142,0.1,nc,nc75097931,2024-12-06T18:57:19.231Z,"20 km WSW of Petrolia, CA",earthquake,5.64,1.75999999,0.02,2,automatic,nc,nc
2024-12-06T18:41:12.890Z,40.2929992675781,-124.331665039062,13.0200004577637,2.98,md,10,293,0.04636,0.09,nc,nc75097916,2024-12-07T16:35:01.040Z,"5 km WSW of Petrolia, CA",earthquake,2.04,0.600000024,0.06,8,automatic,nc,nc
2024-12-06T18:40:31.220Z,40.1226654052734,-124.785331726074,0.519999980926514,2.04,md,4,348,0.4717,0.13,nc,nc75097911,2024-12-06T18:47:16.163Z,"48 km WSW of Petrolia, CA",earthquake,8.02,10.79,0.21,3,automatic,nc,nc
2024-12-06T18:36:57.480Z,40.34033203125,-124.870162963867,23.1000003814697,2.85,md,15,278,0.4193,0.28,nc,nc75097906,2024-12-07T08:32:16.879Z,"50 km WNW of Petrolia, CA",earthquake,5.45,22.1900005,0.1,9,automatic,nc,nc
2024-12-06T18:28:38.810Z,40.2716674804688,-124.710830688477,10.1000003814697,2.55,md,12,295,0.3108,0.13,nc,nc75097896,2024-12-06T20:11:11.040Z,"37 km W of Petrolia, CA",earthquake,2.7,2.6500001,0.08,9,automatic,nc,nc
2024-12-06T17:11:46.950Z,40.2886657714844,-124.69100189209,-0.519999980926514,2.67,md,15,293,0.2915,0.38,nc,nc75097861,2024-12-07T08:17:15.777Z,"35 km W of Petrolia, CA",earthquake,9,16.2299995,0.04,12,automatic,nc,nc
2024-12-06T17:07:43.150Z,40.3013343811035,-124.498832702637,8.71000003814697,3.08,ml,28,264,0.1202,0.15,nc,nc75097856,2024-12-07T08:07:17.725Z,"18 km W of Petrolia, CA",earthquake,1.56,0.550000012,0.153,7,automatic,nc,nc
2024-12-06T16:38:15.387Z,40.4375,-125.1394,10,2.5,ml,13,258,0.778,0.22,us,us7000nwmf,2024-12-07T14:45:08.040Z,"75 km WSW of Ferndale, California",earthquake,6.16,2.013,0.053,46,reviewed,us,us
2024-12-06T16:13:28.320Z,40.3055000305176,-124.513832092285,17.8199996948242,2.34,md,14,300,0.1321,0.07,nc,nc75097806,2024-12-06T16:22:16.140Z,"20 km W of Petrolia, CA",earthquake,2.51,0.620000005,0.11,10,automatic,nc,nc
2024-12-06T16:07:27.250Z,40.3660011291504,-125.047164916992,0.280000001192093,2.88,md,51,265,0.5442,0.31,nc,nc75097801,2024-12-07T14:41:42.040Z,"65 km WNW of Petrolia, CA",earthquake,2.94,7.21999979,0.06,16,automatic,nc,nc
